id_fornecedor,cnpj,nome_fornecedor,cidade,uf,porte
38959,50629185919151,Omega Consultoria 38959,Manaus,AM,MEI
38960,36095807461554,Digital Soluções 38960,Brasília,RN,MEI
38961,40794826348751,Omega Consultoria 38961,Belo Horizonte,PE,ME
38962,74056604354939,Digital Soluções 38962,Rio de Janeiro,MG,ME
38963,81867763622083,Prime Alimentação 38963,Porto Alegre,RJ,MÉDIA
38964,42276431805396,Norte Transportes 38964,Fortaleza,RN,ME
38965,10497324715292,Brasil Obras 38965,Curitiba,GO,ME
38966,86704438455748,Alpha Serviços 38966,Curitiba,AM,EPP
38967,37607133330681,Max Limpeza 38967,Brasília,RN,EPP
38968,17108781491482,Digital Soluções 38968,Belém,RS,MEI
38969,73160907728252,Alpha Serviços 38969,Rio de Janeiro,RS,MÉDIA
38970,83910294434170,Central Sistemas 38970,Belém,RN,MEI
38971,12847229134034,Gamma Construções 38971,Recife,RS,MEI
38972,48236851377039,Prime Alimentação 38972,Rio de Janeiro,RS,ME
38973,18136025490118,Prime Alimentação 38973,Recife,PE,MEI
38974,70121274811660,Max Limpeza 38974,Sobral,RN,EPP
38975,39090118672086,Nova Segurança 38975,Juazeiro,SC,ME
38976,28943241280454,Norte Transportes 38976,Rio de Janeiro,RN,MEI
38977,48526936311638,Nova Segurança 38977,Juazeiro,RN,MÉDIA
38978,56001216936736,Gamma Construções 38978,Brasília,AM,MÉDIA
38979,23691769295462,Max Limpeza 38979,Porto Alegre,PR,MÉDIA
38980,94628257924233,Max Limpeza 38980,Brasília,CE,MEI
38981,37367999663230,Central Sistemas 38981,São Paulo,SP,ME
38982,66377250893261,Max Limpeza 38982,Fortaleza,RN,GRANDE
38983,76377899746825,Omega Consultoria 38983,Curitiba,RS,MÉDIA
38984,64752034324585,Beta Tecnologia 38984,Belo Horizonte,SC,MÉDIA
38985,75357989122935,Beta Tecnologia 38985,Belém,AM,ME
38986,16639166450759,Sul Engenharia 38986,Juazeiro,RS,MEI
38987,95264558459650,Prime Alimentação 38987,São Paulo,MA,MEI
38988,29084112629041,Alpha Serviços 38988,Rio de Janeiro,MA,MÉDIA
38989,74749480684420,Sul Engenharia 38989,Manaus,DF,EPP
38990,86782981376526,Rápida Logística 38990,Belém,RS,MÉDIA
38991,67795909363054,Nova Segurança 38991,Salvador,PA,MÉDIA
38992,22603104825198,Max Limpeza 38992,São Paulo,AM,EPP
38993,41518830117974,Beta Tecnologia 38993,Recife,PR,MÉDIA
38994,24195557537244,Top Energia 38994,Fortaleza,PA,GRANDE
38995,21114043279086,Nova Segurança 38995,São Paulo,SP,MÉDIA
38996,71217226371712,Rápida Logística 38996,Belo Horizonte,DF,MEI
38997,24711009563275,Rápida Logística 38997,Belém,CE,EPP
38998,27698973726466,Sul Engenharia 38998,Sobral,RJ,GRANDE
38999,16175516205524,Digital Soluções 38999,Porto Alegre,RJ,MÉDIA
39000,27772689115383,Beta Tecnologia 39000,São Paulo,PA,MÉDIA
39001,87260255909988,GAMMA CONSTRUÇÕES 39001,Porto Alegre,PR,MEI
39002,42520966449662,Brasil Obras 39002,Belo Horizonte,PR,MÉDIA
39003,93730987707763,Central Sistemas 39003,Manaus,PA,ME
39004,17843694389220,Sul Engenharia 39004,Sobral,PR,ME
39005,79150327620776,Sul Engenharia 39005,Sobral,RS,EPP
39006,80523138744858,Gamma Construções 39006,Recife,SP,ME
39007,89938494584041,Alpha Serviços 39007,Sobral,PE,EPP
39008,35470776395584,Prime Alimentação 39008,Manaus,SC,GRANDE
39009,96046138497637,Alpha Serviços 39009,Sobral,PR,EPP
39010,59744173440366,Prime Alimentação 39010,Rio de Janeiro,MA,ME
39011,14704115586529,Gamma Construções 39011,Manaus,RN,GRANDE
39012,49815134654753,Digital Soluções 39012,Salvador,CE,MÉDIA
39013,96040518189945,Alpha Serviços 39013,Manaus,PR,MÉDIA
39014,84005122403117,Delta Saúde 39014,Porto Alegre,RN,ME
39015,64601232988291,Nova Segurança 39015,Belo Horizonte,DF,ME
39016,97283064465588,Beta Tecnologia 39016,Manaus,AM,MEI
39017,10551901168977,Central Sistemas 39017,Curitiba,RN,EPP
39018,12333016639764,Alpha Serviços 39018,Curitiba,GO,MEI
39019,27537883248824,Max Limpeza 39019,Manaus,GO,ME
39020,94653907288168,Brasil Obras 39020,Sobral,GO,EPP
39021,87132114873034,Brasil Obras 39021,Rio de Janeiro,SC,MEI
39022,99473489424293,Gamma Construções 39022,Belo Horizonte,RN,ME
39023,34924701194661,Rápida Logística 39023,São Paulo,RS,EPP
39024,98427842745216,Sul Engenharia 39024,Rio de Janeiro,SP,MEI
39025,82923894800594,Delta Saúde 39025,Belém,GO,EPP
39026,77440223470328,Max Limpeza 39026,Fortaleza,MA,MEI
39027,96204052444058,RÁPIDA LOGÍSTICA 39027,Juazeiro,SC,MÉDIA
39028,66756608988754,Rápida Logística 39028,Recife,MG,MEI
39029,88714262733427,Omega Consultoria 39029,Salvador,DF,ME
39030,21795175671446,Omega Consultoria 39030,Manaus,GO,ME
39031,13436109745493,Omega Consultoria 39031,Recife,SC,MEI
39032,10723146941767,Delta Saúde 39032,Belém,GO,MEI
39033,96261800586742,Norte Transportes 39033,Rio de Janeiro,RN,ME
39034,93240946629395,Brasil Obras 39034,Belém,SC,ME
39035,33375426720063,Nova Segurança 39035,Salvador,PA,EPP
39036,58490706849757,Sul Engenharia 39036,Sobral,PA,GRANDE
39037,67931769416384,Max Limpeza 39037,Brasília,SP,EPP
39038,80057708678439,Max Limpeza 39038,Juazeiro,RJ,EPP
39039,10828886317947,Gamma Construções 39039,Porto Alegre,PA,MÉDIA
39040,49733986762339,Max Limpeza 39040,Manaus,SC,EPP
39041,17134207832741,OMEGA CONSULTORIA 39041,Brasília,RJ,MÉDIA
39042,34767510777745,Norte Transportes 39042,São Paulo,DF,MÉDIA
39043,34311247898257,Prime Alimentação 39043,São Paulo,BA,MÉDIA
39044,38176962375448,Max Limpeza 39044,Sobral,PR,MÉDIA
39045,66401452320381,Digital Soluções 39045,São Paulo,MG,MEI
39046,41417505774691,Rápida Logística 39046,Recife,RS,MEI
39047,37143113556860,Central Sistemas 39047,São Paulo,PE,MÉDIA
39048,77352424444375,Rápida Logística 39048,Manaus,RS,MÉDIA
39049,68517657397087,Alpha Serviços 39049,Salvador,PE,EPP
39050,13434406856141,Beta Tecnologia 39050,Recife,RJ,ME
39051,89850420320445,Gamma Construções 39051,Juazeiro,MA,MEI
39052,19360384830172,Alpha Serviços 39052,Manaus,SP,GRANDE
39053,43898139640219,Top Energia 39053,Belém,SC,EPP
39054,67490721629887,Top Energia 39054,Curitiba,AM,MÉDIA
39055,63682969381477,Omega Consultoria 39055,Brasília,BA,MÉDIA
39056,77815925856368,Brasil Obras 39056,Curitiba,SC,MEI
39057,90572266653672,Max Limpeza 39057,Belém,SC,MEI
39058,93375343663962,Rápida Logística 39058,Belo Horizonte,PA,MÉDIA
39059,11402074307820,Max Limpeza 39059,São Paulo,RS,EPP
39060,36495508226065,Gamma Construções 39060,Salvador,PE,MEI
39061,33324773313689,Omega Consultoria 39061,Curitiba,RN,EPP
39062,49256472753315,Gamma Construções 39062,Brasília,DF,MEI
39063,66992066892721,Max Limpeza 39063,Manaus,MG,GRANDE
39064,26078910689565,Rápida Logística 39064,Fortaleza,MG,EPP
39065,75713328331437,Norte Transportes 39065,Belo Horizonte,AM,ME
39066,16787584319367,Delta Saúde 39066,Curitiba,PR,ME
39067,71786290606520,Sul Engenharia 39067,Salvador,CE,MÉDIA
39068,87744478623313,Nova Segurança 39068,Sobral,DF,EPP
39069,97781109627012,Alpha Serviços 39069,Fortaleza,PE,EPP
39070,46538033264110,Nova Segurança 39070,Porto Alegre,RJ,ME
39071,57714467119016,Beta Tecnologia 39071,Belém,PR,EPP
39072,54568976736942,Rápida Logística 39072,Curitiba,MA,GRANDE
39073,17266568742127,Gamma Construções 39073,Porto Alegre,RN,MÉDIA
39074,24941353347096,Delta Saúde 39074,Salvador,SC,MEI
39075,83384559819742,Central Sistemas 39075,Belém,SP,ME
39076,75989446150783,Norte Transportes 39076,Rio de Janeiro,PR,EPP
39077,41306147958816,Delta Saúde 39077,Juazeiro,RS,MÉDIA
39078,28447974269465,Alpha Serviços 39078,Porto Alegre,SC,MEI
39079,52134819128988,Gamma Construções 39079,Brasília,BA,ME
39080,41102524904141,Prime Alimentação 39080,Manaus,BA,ME
39081,73372622966584,Rápida Logística 39081,Juazeiro,CE,MEI
39082,72097832581382,Omega Consultoria 39082,Sobral,SP,EPP
39083,95999235549784,Nova Segurança 39083,Sobral,SP,ME
39084,10581057691395,Central Sistemas 39084,Manaus,MG,GRANDE
39085,31056227826777,Sul Engenharia 39085,Manaus,PE,EPP
39086,23572211887463,Digital Soluções 39086,Curitiba,MA,ME
39087,53075193347342,Digital Soluções 39087,Sobral,AM,EPP
39088,54248325428249,Rápida Logística 39088,Porto Alegre,RJ,MÉDIA
39089,77697353282794,Top Energia 39089,Curitiba,RN,EPP
39090,41420293460447,Alpha Serviços 39090,Brasília,SC,ME
39091,19582017583313,Delta Saúde 39091,Belo Horizonte,RS,MÉDIA
39092,83493746848338,Nova Segurança 39092,Fortaleza,DF,ME
39093,37967467325183,Sul Engenharia 39093,Belém,RN,EPP
39094,97876941204222,Max Limpeza 39094,Belo Horizonte,GO,ME
39095,13549205490937,Brasil Obras 39095,Salvador,CE,MÉDIA
39096,45826897384058,Central Sistemas 39096,Manaus,PE,MEI
39097,99776487976531,Alpha Serviços 39097,Curitiba,CE,MEI
39098,85796335767190,Gamma Construções 39098,Rio de Janeiro,PE,ME
39099,92885824190979,Rápida Logística 39099,Porto Alegre,PE,MEI
39100,78322510976777,Brasil Obras 39100,Salvador,AM,MEI
39101,25069943401570,Omega Consultoria 39101,Rio de Janeiro,BA,ME
39102,39025850569763,Delta Saúde 39102,Salvador,RJ,MEI
39103,88299528227076,Sul Engenharia 39103,Belém,BA,MÉDIA
39104,93051777801010,Norte Transportes 39104,Manaus,GO,GRANDE
39105,44768676579970,Gamma Construções 39105,Fortaleza,MA,MEI
39106,81915403893082,Digital Soluções 39106,Fortaleza,PE,EPP
39107,27747689697512,Brasil Obras 39107,Sobral,SC,MÉDIA
39108,21969682380366,Rápida Logística 39108,Juazeiro,RN,EPP
39109,87681404764351,Top Energia 39109,Curitiba,PE,MÉDIA
39110,18058250331267,Omega Consultoria 39110,Porto Alegre,BA,EPP
39111,91970166207213,Alpha Serviços 39111,Belo Horizonte,CE,EPP
39112,56674423825829,NORTE TRANSPORTES 39112,Curitiba,SC,MEI
39113,81917402995256,Norte Transportes 39113,Rio de Janeiro,CE,EPP
39114,73023227337472,Delta Saúde 39114,São Paulo,MG,MEI
39115,49110397820541,Top Energia 39115,Porto Alegre,SP,ME
39116,61561752227468,Brasil Obras 39116,Recife,SP,MEI
39117,63555929427827,Sul Engenharia 39117,Porto Alegre,MG,ME
39118,95655555996454,Omega Consultoria 39118,Rio de Janeiro,PE,EPP
39119,61697642672620,Prime Alimentação 39119,Manaus,CE,EPP
39120,32398984653065,Brasil Obras 39120,Curitiba,DF,MÉDIA
39121,44211177553326,Beta Tecnologia 39121,Juazeiro,RJ,EPP
39122,75636145367498,Top Energia 39122,Porto Alegre,GO,EPP
39123,33031771138361,Prime Alimentação 39123,Brasília,CE,EPP
39124,23924839348056,Digital Soluções 39124,Manaus,MG,EPP
39125,14315153304182,Central Sistemas 39125,Curitiba,MA,MÉDIA
39126,33748468356849,Brasil Obras 39126,Juazeiro,SC,MEI
39127,37419455953548,Norte Transportes 39127,Manaus,SC,ME
39128,29753554813811,Brasil Obras 39128,Curitiba,SC,EPP
39129,65359778534317,Omega Consultoria 39129,Recife,PR,EPP
39130,31915889513612,Max Limpeza 39130,Belém,CE,EPP
39131,78102444826913,Alpha Serviços 39131,Manaus,PE,MÉDIA
39132,44539249136324,Delta Saúde 39132,Sobral,RN,GRANDE
39133,73179162387854,Digital Soluções 39133,Brasília,MA,MÉDIA
39134,33954047247385,SUL ENGENHARIA 39134,Brasília,AM,MÉDIA
39135,70323323877817,Digital Soluções 39135,Belém,PE,MEI
39136,28977026500198,Top Energia 39136,Porto Alegre,PE,ME
39137,83787921565025,Omega Consultoria 39137,Curitiba,PR,MÉDIA
39138,96186765630679,Digital Soluções 39138,Juazeiro,PR,EPP
39139,43368784784189,Rápida Logística 39139,Belo Horizonte,SP,MEI
39140,48096564681879,Rápida Logística 39140,São Paulo,MG,MEI
39141,42326729688453,Prime Alimentação 39141,Belo Horizonte,PA,ME
39142,60652679573330,Prime Alimentação 39142,Curitiba,BA,EPP
39143,98598222383776,Gamma Construções 39143,Belo Horizonte,BA,MEI
39144,80042287742428,Beta Tecnologia 39144,Sobral,CE,EPP
39145,98531695658723,Norte Transportes 39145,Curitiba,DF,EPP
39146,64674866520371,Digital Soluções 39146,Rio de Janeiro,GO,GRANDE
39147,96557531327885,Top Energia 39147,Rio de Janeiro,SP,MEI
39148,86400269284336,Nova Segurança 39148,Salvador,SC,MÉDIA
39149,47931168358426,Central Sistemas 39149,Fortaleza,BA,EPP
39150,76020170730576,Central Sistemas 39150,Porto Alegre,PE,ME
39151,65558870268661,Delta Saúde 39151,Sobral,RJ,MEI
39152,58251225912688,Prime Alimentação 39152,Brasília,MA,MÉDIA
39153,94316975837079,Norte Transportes 39153,Brasília,AM,ME
39154,73809949536070,Omega Consultoria 39154,São Paulo,CE,MEI
39155,12432254547591,Top Energia 39155,Belém,DF,GRANDE
39156,50340189937981,Sul Engenharia 39156,Recife,PR,ME
39157,94936076230884,Sul Engenharia 39157,Fortaleza,DF,ME
39158,29197027350521,Gamma Construções 39158,Juazeiro,MA,ME
39159,35782552679639,Delta Saúde 39159,Rio de Janeiro,MG,MÉDIA
39160,12193765302921,Gamma Construções 39160,Fortaleza,BA,EPP
39161,91746490778257,Delta Saúde 39161,Salvador,GO,GRANDE
39162,86662074339590,Sul Engenharia 39162,Juazeiro,PR,GRANDE
39163,79502125326465,Alpha Serviços 39163,Porto Alegre,SP,MÉDIA
39164,96363932441329,Sul Engenharia 39164,Recife,CE,ME
39165,92275574383459,Sul Engenharia 39165,Porto Alegre,RJ,MÉDIA
39166,18677842665398,Brasil Obras 39166,Juazeiro,PE,GRANDE
39167,12936381354966,Central Sistemas 39167,Belém,RN,ME
39168,63582037471538,NOVA SEGURANÇA 39168,Curitiba,BA,MEI
39169,77323836538213,Brasil Obras 39169,Recife,RS,EPP
39170,22691653447267,Nova Segurança 39170,Belém,AM,GRANDE
39171,15904600997292,Prime Alimentação 39171,Belo Horizonte,GO,GRANDE
39172,16144319477842,Sul Engenharia 39172,Belo Horizonte,PR,EPP
39173,22526787563976,Omega Consultoria 39173,Manaus,SP,EPP
39174,57969389893567,Nova Segurança 39174,Manaus,MA,ME
39175,79781763861185,Beta Tecnologia 39175,São Paulo,MG,ME
39176,61304109862143,Gamma Construções 39176,Curitiba,MA,MÉDIA
39177,99038996693442,Norte Transportes 39177,Juazeiro,MA,ME
39178,15332086413652,Nova Segurança 39178,Fortaleza,AM,MEI
39179,20044709610286,Omega Consultoria 39179,São Paulo,SP,EPP
39180,78652253595548,Nova Segurança 39180,Sobral,DF,GRANDE
39181,35410741853264,Digital Soluções 39181,Rio de Janeiro,SC,ME
39182,66135869320463,Central Sistemas 39182,São Paulo,GO,EPP
39183,87577374275310,Rápida Logística 39183,Salvador,PA,ME
39184,78937942725528,Digital Soluções 39184,Belém,DF,MEI
39185,58865097209135,Rápida Logística 39185,São Paulo,MA,EPP
39186,26303142930641,Max Limpeza 39186,Belo Horizonte,SC,MÉDIA
39187,53160811315956,Rápida Logística 39187,Manaus,MG,MEI
39188,60094633174979,Gamma Construções 39188,Rio de Janeiro,SC,GRANDE
39189,47067879520824,Gamma Construções 39189,Belém,SP,MÉDIA
39190,15921709598712,Top Energia 39190,Curitiba,PR,EPP
39191,62055982788231,Alpha Serviços 39191,Belém,MG,GRANDE
39192,35723668949050,Omega Consultoria 39192,Brasília,RN,ME
39193,37254450897668,Gamma Construções 39193,Curitiba,SC,ME
39194,63782726981163,Nova Segurança 39194,Porto Alegre,CE,MEI
39195,82326714732076,Prime Alimentação 39195,Porto Alegre,GO,EPP
39196,71555203153226,Sul Engenharia 39196,Manaus,BA,EPP
39197,57174017737977,Gamma Construções 39197,Fortaleza,GO,ME
39198,82556961694313,Gamma Construções 39198,Sobral,RJ,ME
39199,61097011739491,Sul Engenharia 39199,Salvador,BA,MÉDIA
39200,64998496603524,Nova Segurança 39200,Belo Horizonte,SC,ME
39201,85386289465988,Nova Segurança 39201,Recife,RS,ME
39202,25936157807536,Gamma Construções 39202,São Paulo,PR,ME
39203,23488991923478,Alpha Serviços 39203,Manaus,BA,EPP
39204,87846439808462,Sul Engenharia 39204,Juazeiro,AM,ME
39205,70632427145143,Sul Engenharia 39205,Sobral,MA,MÉDIA
39206,39454205360041,Sul Engenharia 39206,Porto Alegre,MG,MÉDIA
39207,68569787658574,Beta Tecnologia 39207,Salvador,CE,MÉDIA
39208,48645086927855,Central Sistemas 39208,Brasília,PA,MEI
39209,40728083901335,Rápida Logística 39209,Belo Horizonte,BA,EPP
39210,84360472767294,Nova Segurança 39210,Belém,RS,EPP
39211,98060569223635,Nova Segurança 39211,Sobral,AM,MEI
39212,54858119346823,Sul Engenharia 39212,Belo Horizonte,MG,ME
39213,90432929103033,Gamma Construções 39213,Belém,RN,ME
39214,87432341473733,Delta Saúde 39214,Sobral,CE,EPP
39215,99284342701381,Rápida Logística 39215,Manaus,PE,MÉDIA
39216,42066867324848,Norte Transportes 39216,Manaus,CE,ME
39217,95720241634785,Sul Engenharia 39217,Sobral,BA,ME
39218,95107851976593,NOVA SEGURANÇA 39218,Recife,PR,MÉDIA
39219,46284292953769,Nova Segurança 39219,São Paulo,AM,MÉDIA
39220,91553278443510,Rápida Logística 39220,Juazeiro,AM,MÉDIA
39221,49789403369469,Rápida Logística 39221,Recife,PA,GRANDE
39222,65730589473169,Nova Segurança 39222,Rio de Janeiro,SP,EPP
39223,47711154762858,Max Limpeza 39223,São Paulo,RS,EPP
39224,35332692196518,Digital Soluções 39224,Manaus,BA,EPP
39225,98728664807483,Gamma Construções 39225,Curitiba,PA,GRANDE
39226,67439101534183,Nova Segurança 39226,São Paulo,SP,ME
39227,78026452330698,Rápida Logística 39227,Brasília,MA,MEI
39228,20286408564720,Top Energia 39228,Manaus,AM,EPP
39229,75131215443317,Nova Segurança 39229,Belo Horizonte,BA,GRANDE
39230,82149587960541,Brasil Obras 39230,Curitiba,SC,MÉDIA
39231,24923932374181,Top Energia 39231,Belém,BA,EPP
39232,87005666538858,PRIME ALIMENTAÇÃO 39232,Belo Horizonte,RN,EPP
39233,67995851429863,Delta Saúde 39233,Sobral,SP,MEI
39234,15358192473874,Delta Saúde 39234,Fortaleza,PA,ME
39235,95694982905637,Norte Transportes 39235,Juazeiro,SP,ME
39236,28595961307929,Brasil Obras 39236,Fortaleza,RN,EPP
39237,90477973127236,Prime Alimentação 39237,Porto Alegre,SC,EPP
39238,67619021197044,Top Energia 39238,Manaus,RN,ME
39239,24096321358441,Central Sistemas 39239,Salvador,SP,EPP
39240,70011333890497,Digital Soluções 39240,Belém,CE,EPP
39241,69742243763621,Sul Engenharia 39241,Curitiba,AM,GRANDE
39242,66738128581797,Prime Alimentação 39242,Belém,AM,MÉDIA
39243,81729750827120,Prime Alimentação 39243,Recife,PR,MEI
39244,60727323903840,Central Sistemas 39244,Belo Horizonte,PA,GRANDE
39245,80883057996196,Top Energia 39245,Manaus,PA,EPP
39246,33363586394295,Central Sistemas 39246,Brasília,GO,GRANDE
39247,45577993288364,Central Sistemas 39247,Rio de Janeiro,GO,GRANDE
39248,56621653100019,Nova Segurança 39248,Belo Horizonte,SP,GRANDE
39249,65986460903667,Gamma Construções 39249,Fortaleza,PE,EPP
39250,54043949998288,Norte Transportes 39250,Rio de Janeiro,SC,MÉDIA
39251,43871564842390,Rápida Logística 39251,Curitiba,MG,MÉDIA
39252,27105867662215,Brasil Obras 39252,São Paulo,RS,MÉDIA
39253,60272686924989,Sul Engenharia 39253,Salvador,PE,MÉDIA
39254,60592507628885,Alpha Serviços 39254,Brasília,RN,GRANDE
39255,10363858720738,Omega Consultoria 39255,Recife,PR,EPP
39256,79263658204553,Beta Tecnologia 39256,Rio de Janeiro,SC,EPP
39257,78314721759975,Delta Saúde 39257,São Paulo,AM,ME
39258,92682858425273,Omega Consultoria 39258,Recife,RN,ME
39259,83028897938529,Prime Alimentação 39259,Brasília,BA,MEI
39260,31729054493081,Gamma Construções 39260,Manaus,CE,MÉDIA
39261,89116451576774,Alpha Serviços 39261,Fortaleza,RJ,EPP
39262,15468119778367,Prime Alimentação 39262,São Paulo,DF,MEI
39263,39691865664594,Digital Soluções 39263,Juazeiro,SC,EPP
39264,99181679677867,Brasil Obras 39264,Curitiba,AM,EPP
39265,63505103484076,Omega Consultoria 39265,Fortaleza,PE,MEI
39266,15764193383390,Rápida Logística 39266,Juazeiro,MA,MÉDIA
39267,72753330454463,Nova Segurança 39267,Curitiba,PE,MÉDIA
39268,78347857419892,Digital Soluções 39268,Porto Alegre,GO,ME
39269,46599745894168,Delta Saúde 39269,Porto Alegre,PE,ME
39270,14189957884420,Beta Tecnologia 39270,Fortaleza,PR,EPP
39271,95195835113198,Norte Transportes 39271,Recife,RS,EPP
39272,52312109205028,Delta Saúde 39272,Curitiba,RS,ME
39273,26911671584828,Nova Segurança 39273,Juazeiro,PR,EPP
39274,82135021811827,Prime Alimentação 39274,Porto Alegre,PA,MÉDIA
39275,18770308146572,Top Energia 39275,Fortaleza,MA,MEI
39276,77999593961822,Delta Saúde 39276,Manaus,MG,MÉDIA
39277,61776852276010,Brasil Obras 39277,São Paulo,BA,MÉDIA
39278,48546820159024,Nova Segurança 39278,Manaus,BA,MEI
39279,73883415292345,Beta Tecnologia 39279,Belo Horizonte,BA,MEI
39280,95791369555022,Gamma Construções 39280,Brasília,DF,ME
39281,14068452462689,Gamma Construções 39281,Salvador,BA,GRANDE
39282,13365591914752,Sul Engenharia 39282,Juazeiro,AM,MEI
39283,64189660591552,Alpha Serviços 39283,Porto Alegre,MA,MÉDIA
39284,38038882454274,Alpha Serviços 39284,Curitiba,SP,MÉDIA
39285,27807524817093,Alpha Serviços 39285,Belém,CE,EPP
39286,55216861540381,Rápida Logística 39286,São Paulo,PR,MEI
39287,19725805800080,Beta Tecnologia 39287,Brasília,CE,EPP
39288,40909579974554,Omega Consultoria 39288,Rio de Janeiro,MA,ME
39289,35417437329171,Omega Consultoria 39289,Rio de Janeiro,MA,EPP
39290,93248443997090,Alpha Serviços 39290,Juazeiro,GO,GRANDE
39291,20338871748882,Max Limpeza 39291,Fortaleza,MG,MEI
39292,29699557548414,Max Limpeza 39292,Salvador,PE,MÉDIA
39293,70237993639126,Top Energia 39293,Belém,GO,GRANDE
39294,25906828296166,Central Sistemas 39294,Recife,AM,EPP
39295,60042511564732,Rápida Logística 39295,Curitiba,PR,MÉDIA
39296,81112484637037,Sul Engenharia 39296,Curitiba,PE,ME
39297,17893263869979,Gamma Construções 39297,Rio de Janeiro,RJ,ME
39298,37227634346596,Digital Soluções 39298,Belém,BA,EPP
39299,76330088230024,Nova Segurança 39299,Belém,PA,MÉDIA
39300,57915976819514,Top Energia 39300,Porto Alegre,SC,EPP
39301,11215511646025,Top Energia 39301,Sobral,RS,EPP
39302,60083215404085,Beta Tecnologia 39302,Fortaleza,RS,ME
39303,80193767223012,Brasil Obras 39303,Rio de Janeiro,SC,MÉDIA
39304,48446657766253,Omega Consultoria 39304,Belém,RN,ME
39305,31180605140998,Top Energia 39305,Salvador,CE,EPP
39306,89945326358153,Max Limpeza 39306,Manaus,AM,EPP
39307,23116824452170,Max Limpeza 39307,São Paulo,SC,ME
39308,66687236348941,Delta Saúde 39308,Porto Alegre,GO,ME
39309,58620362572578,Digital Soluções 39309,Sobral,SP,MÉDIA
39310,54069561819833,Alpha Serviços 39310,Belo Horizonte,PA,ME
39311,29858731957728,Digital Soluções 39311,Sobral,MA,EPP
39312,83880084344119,Omega Consultoria 39312,Fortaleza,AM,GRANDE
39313,24753806299343,Top Energia 39313,Curitiba,PR,MÉDIA
39314,99289888587796,Rápida Logística 39314,Juazeiro,PE,EPP
39315,89188613956472,Nova Segurança 39315,Belém,RN,EPP
39316,40385068651833,Beta Tecnologia 39316,Belém,GO,ME
39317,56857930785746,Delta Saúde 39317,Belém,PE,EPP
39318,53424910411216,Omega Consultoria 39318,Porto Alegre,PA,ME
39319,25741316249434,Beta Tecnologia 39319,Salvador,PR,EPP
39320,15679886910780,Alpha Serviços 39320,São Paulo,RN,EPP
39321,84651150594410,Delta Saúde 39321,Porto Alegre,CE,EPP
39322,24535563301675,Prime Alimentação 39322,Porto Alegre,RS,GRANDE
39323,82655412712962,Brasil Obras 39323,Juazeiro,CE,MÉDIA
39324,42913559164130,Nova Segurança 39324,São Paulo,DF,ME
39325,82668424650577,Central Sistemas 39325,Porto Alegre,DF,ME
39326,92105969353463,Norte Transportes 39326,Porto Alegre,PR,GRANDE
39327,76951944787788,Gamma Construções 39327,Belo Horizonte,CE,MEI
39328,93501611682485,Rápida Logística 39328,Sobral,AM,ME
39329,76929100375614,Max Limpeza 39329,Curitiba,RN,GRANDE
39330,91859824608558,Digital Soluções 39330,Sobral,AM,EPP
39331,77825203217451,Prime Alimentação 39331,Fortaleza,RN,GRANDE
39332,76166451464071,Central Sistemas 39332,Belém,PR,EPP
39333,60667996429870,Gamma Construções 39333,Porto Alegre,MG,EPP
39334,50874727834815,Alpha Serviços 39334,Porto Alegre,CE,MEI
39335,83472025788772,Nova Segurança 39335,Recife,PA,MEI
39336,33717598985168,Nova Segurança 39336,Porto Alegre,RN,ME
39337,58424985312849,Prime Alimentação 39337,Recife,PA,EPP
39338,50374421397637,SUL ENGENHARIA 39338,Belém,SP,GRANDE
39339,21192480750329,Max Limpeza 39339,Juazeiro,SP,MÉDIA
39340,52479822375497,Norte Transportes 39340,Belo Horizonte,SP,MEI
39341,55588128359198,Digital Soluções 39341,Rio de Janeiro,PA,EPP
39342,84384621797822,Max Limpeza 39342,Belo Horizonte,GO,MÉDIA
39343,89901502255226,Sul Engenharia 39343,Fortaleza,PA,EPP
39344,42295734121612,Omega Consultoria 39344,Manaus,MA,MEI
39345,10247191384054,GAMMA CONSTRUÇÕES 39345,Rio de Janeiro,PE,EPP
39346,19302842205756,Top Energia 39346,Recife,RN,GRANDE
39347,27041628535525,Brasil Obras 39347,São Paulo,DF,ME
39348,75521820742292,Max Limpeza 39348,Sobral,RN,EPP
39349,95790236759220,Top Energia 39349,Brasília,MG,EPP
39350,58908078196170,Gamma Construções 39350,Belo Horizonte,SC,ME
39351,39671470535166,Omega Consultoria 39351,Sobral,SC,EPP
39352,46441917432349,Rápida Logística 39352,Curitiba,PA,MÉDIA
39353,35060831303420,Alpha Serviços 39353,Juazeiro,SC,ME
39354,15425563512167,Norte Transportes 39354,Manaus,PE,EPP
39355,13173336532265,Nova Segurança 39355,Brasília,SP,MEI
39356,87087497841058,Top Energia 39356,Porto Alegre,MA,MÉDIA
39357,89941185390049,Max Limpeza 39357,Recife,MA,ME
39358,84259026741155,Gamma Construções 39358,Belém,RN,EPP
39359,54423682340856,Alpha Serviços 39359,Curitiba,RN,ME
39360,18679374824849,Prime Alimentação 39360,Fortaleza,RN,MÉDIA
39361,81186182683116,Gamma Construções 39361,Sobral,RN,ME
39362,87097667515777,Delta Saúde 39362,Curitiba,MA,GRANDE
39363,79579993687328,Norte Transportes 39363,Curitiba,SC,MÉDIA
39364,32333152769511,Digital Soluções 39364,Rio de Janeiro,DF,EPP
39365,11936233715647,Delta Saúde 39365,Curitiba,MG,ME
